ZONE I = 21,J = 21,F=POINT
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.7	0.3	1.11022e-16	0.28	-0.12	-3.10862e-16	0.84	-1.33227e-16
0.75	0	-0.125	0.375	-0	0.75	0	0
0.75	0.05	-0.12	0.375	-0.045	0.6	0.15	0.04
0.75	0.1	-0.105	0.375	-0.08	0.45	0.3	0.06
0.75	0.15	-0.08	0.375	-0.105	0.3	0.45	0.06
0.75	0.2	-0.045	0.375	-0.12	0.15	0.6	0.04
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.75	0.25	-0	0.375	-0.125	0	0.75	0
0.8	0	-0.12	0.48	-0	0.64	0	0
0.8	0.05	-0.105	0.48	-0.045	0.48	0.16	0.03
0.8	0.1	-0.08	0.48	-0.08	0.32	0.32	0.04
0.8	0.15	-0.045	0.48	-0.105	0.16	0.48	0.03
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.8	0.2	5.55112e-17	0.48	-0.12	-1.77636e-16	0.64	-4.44089e-17
0.85	0	-0.105	0.595	-0	0.51	0	0
0.85	0.05	-0.08	0.595	-0.045	0.34	0.17	0.02
0.85	0.1	-0.045	0.595	-0.08	0.17	0.34	0.02
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.85	0.15	1.11022e-16	0.595	-0.105	-3.77476e-16	0.51	-6.66134e-17
0.9	0	-0.08	0.72	-0	0.36	0	0
0.9	0.05	-0.045	0.72	-0.045	0.18	0.18	0.01
0.9	0.1	2.77556e-17	0.72	-0.08	-9.99201e-17	0.36	-1.11022e-17
0.9	0.1	2.77556e-17	0.72	-0.08	-9.99201e-17	0.36	-1.11022e-17
0.9	0.1	2.77556e-17	0.72	-0.08	-9.99201e-17	0.36	-1.11022e-17
