ZONE I = 21,J = 21,F=POINT
-0.5	-0.2	0.45	0.15	0.1	0.3
-0.5	-0.1	0.4125	0.1375	0.1125	0.3375
-0.5	0	0.375	0.125	0.125	0.375
-0.5	0.1	0.3375	0.1125	0.1375	0.4125
-0.5	0.2	0.3	0.1	0.15	0.45
-0.5	0.3	0.2625	0.0875	0.1625	0.4875
-0.5	0.4	0.225	0.075	0.175	0.525
-0.5	0.5	0.1875	0.0625	0.1875	0.5625
-0.5	0.6	0.15	0.05	0.2	0.6
-0.5	0.7	0.1125	0.0375	0.2125	0.6375
-0.5	0.8	0.075	0.025	0.225	0.675
-0.5	0.9	0.0375	0.0125	0.2375	0.7125
-0.5	1	0	0	0.25	0.75
-0.4	-1	0.7	0.3	0	0
-0.4	-0.9	0.665	0.285	0.015	0.035
-0.4	-0.8	0.63	0.27	0.03	0.07
-0.4	-0.7	0.595	0.255	0.045	0.105
-0.4	-0.6	0.56	0.24	0.06	0.14
-0.4	-0.5	0.525	0.225	0.075	0.175
-0.4	-0.4	0.49	0.21	0.09	0.21
-0.4	-0.3	0.455	0.195	0.105	0.245
-0.4	-0.2	0.42	0.18	0.12	0.28
-0.4	-0.1	0.385	0.165	0.135	0.315
-0.4	0	0.35	0.15	0.15	0.35
-0.4	0.1	0.315	0.135	0.165	0.385
-0.4	0.2	0.28	0.12	0.18	0.42
-0.4	0.3	0.245	0.105	0.195	0.455
-0.4	0.4	0.21	0.09	0.21	0.49
-0.4	0.5	0.175	0.075	0.225	0.525
-0.4	0.6	0.14	0.06	0.24	0.56
-0.4	0.7	0.105	0.045	0.255	0.595
-0.4	0.8	0.07	0.03	0.27	0.63
-0.4	0.9	0.035	0.015	0.285	0.665
-0.4	1	0	0	0.3	0.7
-0.3	-1	0.65	0.35	0	0
-0.3	-0.9	0.6175	0.3325	0.0175	0.0325
-0.3	-0.8	0.585	0.315	0.035	0.065
-0.3	-0.7	0.5525	0.2975	0.0525	0.0975
-0.3	-0.6	0.52	0.28	0.07	0.13
-0.3	-0.5	0.4875	0.2625	0.0875	0.1625
-0.3	-0.4	0.455	0.245	0.105	0.195
-0.3	-0.3	0.4225	0.2275	0.1225	0.2275
-0.3	-0.2	0.39	0.21	0.14	0.26
-0.3	-0.1	0.3575	0.1925	0.1575	0.2925
-0.3	0	0.325	0.175	0.175	0.325
-0.3	0.1	0.2925	0.1575	0.1925	0.3575
-0.3	0.2	0.26	0.14	0.21	0.39
-0.3	0.3	0.2275	0.1225	0.2275	0.4225
-0.3	0.4	0.195	0.105	0.245	0.455
-0.3	0.5	0.1625	0.0875	0.2625	0.4875
-0.3	0.6	0.13	0.07	0.28	0.52
-0.3	0.7	0.0975	0.0525	0.2975	0.5525
-0.3	0.8	0.065	0.035	0.315	0.585
-0.3	0.9	0.0325	0.0175	0.3325	0.6175
-0.3	1	0	0	0.35	0.65
-0.2	-1	0.6	0.4	0	0
-0.2	-0.9	0.57	0.38	0.02	0.03
-0.2	-0.8	0.54	0.36	0.04	0.06
-0.2	-0.7	0.51	0.34	0.06	0.09
-0.2	-0.6	0.48	0.32	0.08	0.12
-0.2	-0.5	0.45	0.3	0.1	0.15
-0.2	-0.4	0.42	0.28	0.12	0.18
-0.2	-0.3	0.39	0.26	0.14	0.21
-0.2	-0.2	0.36	0.24	0.16	0.24
-0.2	-0.1	0.33	0.22	0.18	0.27
-0.2	0	0.3	0.2	0.2	0.3
-0.2	0.1	0.27	0.18	0.22	0.33
-0.2	0.2	0.24	0.16	0.24	0.36
-0.2	0.3	0.21	0.14	0.26	0.39
-0.2	0.4	0.18	0.12	0.28	0.42
-0.2	0.5	0.15	0.1	0.3	0.45
-0.2	0.6	0.12	0.08	0.32	0.48
-0.2	0.7	0.09	0.06	0.34	0.51
-0.2	0.8	0.06	0.04	0.36	0.54
-0.2	0.9	0.03	0.02	0.38	0.57
-0.2	1	0	0	0.4	0.6
-0.1	-1	0.55	0.45	0	0
-0.1	-0.9	0.5225	0.4275	0.0225	0.0275
-0.1	-0.8	0.495	0.405	0.045	0.055
-0.1	-0.7	0.4675	0.3825	0.0675	0.0825
-0.1	-0.6	0.44	0.36	0.09	0.11
-0.1	-0.5	0.4125	0.3375	0.1125	0.1375
-0.1	-0.4	0.385	0.315	0.135	0.165
-0.1	-0.3	0.3575	0.2925	0.1575	0.1925
-0.1	-0.2	0.33	0.27	0.18	0.22
-0.1	-0.1	0.3025	0.2475	0.2025	0.2475
-0.1	0	0.275	0.225	0.225	0.275
-0.1	0.1	0.2475	0.2025	0.2475	0.3025
-0.1	0.2	0.22	0.18	0.27	0.33
-0.1	0.3	0.1925	0.1575	0.2925	0.3575
-0.1	0.4	0.165	0.135	0.315	0.385
-0.1	0.5	0.1375	0.1125	0.3375	0.4125
-0.1	0.6	0.11	0.09	0.36	0.44
-0.1	0.7	0.0825	0.0675	0.3825	0.4675
-0.1	0.8	0.055	0.045	0.405	0.495
-0.1	0.9	0.0275	0.0225	0.4275	0.5225
-0.1	1	0	0	0.45	0.55
0	-1	0.5	0.5	0	0
0	-0.9	0.475	0.475	0.025	0.025
0	-0.8	0.45	0.45	0.05	0.05
0	-0.7	0.425	0.425	0.075	0.075
0	-0.6	0.4	0.4	0.1	0.1
0	-0.5	0.375	0.375	0.125	0.125
0	-0.4	0.35	0.35	0.15	0.15
0	-0.3	0.325	0.325	0.175	0.175
0	-0.2	0.3	0.3	0.2	0.2
0	-0.1	0.275	0.275	0.225	0.225
0	0	0.25	0.25	0.25	0.25
0	0.1	0.225	0.225	0.275	0.275
0	0.2	0.2	0.2	0.3	0.3
0	0.3	0.175	0.175	0.325	0.325
0	0.4	0.15	0.15	0.35	0.35
0	0.5	0.125	0.125	0.375	0.375
0	0.6	0.1	0.1	0.4	0.4
0	0.7	0.075	0.075	0.425	0.425
0	0.8	0.05	0.05	0.45	0.45
0	0.9	0.025	0.025	0.475	0.475
0	1	0	0	0.5	0.5
0.1	-1	0.45	0.55	0	0
0.1	-0.9	0.4275	0.5225	0.0275	0.0225
0.1	-0.8	0.405	0.495	0.055	0.045
0.1	-0.7	0.3825	0.4675	0.0825	0.0675
0.1	-0.6	0.36	0.44	0.11	0.09
0.1	-0.5	0.3375	0.4125	0.1375	0.1125
0.1	-0.4	0.315	0.385	0.165	0.135
0.1	-0.3	0.2925	0.3575	0.1925	0.1575
0.1	-0.2	0.27	0.33	0.22	0.18
0.1	-0.1	0.2475	0.3025	0.2475	0.2025
0.1	0	0.225	0.275	0.275	0.225
0.1	0.1	0.2025	0.2475	0.3025	0.2475
0.1	0.2	0.18	0.22	0.33	0.27
0.1	0.3	0.1575	0.1925	0.3575	0.2925
0.1	0.4	0.135	0.165	0.385	0.315
0.1	0.5	0.1125	0.1375	0.4125	0.3375
0.1	0.6	0.09	0.11	0.44	0.36
0.1	0.7	0.0675	0.0825	0.4675	0.3825
0.1	0.8	0.045	0.055	0.495	0.405
0.1	0.9	0.0225	0.0275	0.5225	0.4275
0.1	1	0	0	0.55	0.45
0.2	-1	0.4	0.6	0	0
0.2	-0.9	0.38	0.57	0.03	0.02
0.2	-0.8	0.36	0.54	0.06	0.04
0.2	-0.7	0.34	0.51	0.09	0.06
0.2	-0.6	0.32	0.48	0.12	0.08
0.2	-0.5	0.3	0.45	0.15	0.1
0.2	-0.4	0.28	0.42	0.18	0.12
0.2	-0.3	0.26	0.39	0.21	0.14
0.2	-0.2	0.24	0.36	0.24	0.16
0.2	-0.1	0.22	0.33	0.27	0.18
0.2	0	0.2	0.3	0.3	0.2
0.2	0.1	0.18	0.27	0.33	0.22
0.2	0.2	0.16	0.24	0.36	0.24
0.2	0.3	0.14	0.21	0.39	0.26
0.2	0.4	0.12	0.18	0.42	0.28
0.2	0.5	0.1	0.15	0.45	0.3
0.2	0.6	0.08	0.12	0.48	0.32
0.2	0.7	0.06	0.09	0.51	0.34
0.2	0.8	0.04	0.06	0.54	0.36
0.2	0.9	0.02	0.03	0.57	0.38
0.2	1	0	0	0.6	0.4
0.3	-1	0.35	0.65	0	0
0.3	-0.9	0.3325	0.6175	0.0325	0.0175
0.3	-0.8	0.315	0.585	0.065	0.035
0.3	-0.7	0.2975	0.5525	0.0975	0.0525
0.3	-0.6	0.28	0.52	0.13	0.07
0.3	-0.5	0.2625	0.4875	0.1625	0.0875
0.3	-0.4	0.245	0.455	0.195	0.105
0.3	-0.3	0.2275	0.4225	0.2275	0.1225
0.3	-0.2	0.21	0.39	0.26	0.14
0.3	-0.1	0.1925	0.3575	0.2925	0.1575
0.3	0	0.175	0.325	0.325	0.175
0.3	0.1	0.1575	0.2925	0.3575	0.1925
0.3	0.2	0.14	0.26	0.39	0.21
0.3	0.3	0.1225	0.2275	0.4225	0.2275
0.3	0.4	0.105	0.195	0.455	0.245
0.3	0.5	0.0875	0.1625	0.4875	0.2625
0.3	0.6	0.07	0.13	0.52	0.28
0.3	0.7	0.0525	0.0975	0.5525	0.2975
0.3	0.8	0.035	0.065	0.585	0.315
0.3	0.9	0.0175	0.0325	0.6175	0.3325
0.3	1	0	0	0.65	0.35
0.4	-1	0.3	0.7	0	0
0.4	-0.9	0.285	0.665	0.035	0.015
0.4	-0.8	0.27	0.63	0.07	0.03
0.4	-0.7	0.255	0.595	0.105	0.045
0.4	-0.6	0.24	0.56	0.14	0.06
0.4	-0.5	0.225	0.525	0.175	0.075
0.4	-0.4	0.21	0.49	0.21	0.09
0.4	-0.3	0.195	0.455	0.245	0.105
0.4	-0.2	0.18	0.42	0.28	0.12
0.4	-0.1	0.165	0.385	0.315	0.135
0.4	0	0.15	0.35	0.35	0.15
0.4	0.1	0.135	0.315	0.385	0.165
0.4	0.2	0.12	0.28	0.42	0.18
0.4	0.3	0.105	0.245	0.455	0.195
0.4	0.4	0.09	0.21	0.49	0.21
0.4	0.5	0.075	0.175	0.525	0.225
0.4	0.6	0.06	0.14	0.56	0.24
0.4	0.7	0.045	0.105	0.595	0.255
0.4	0.8	0.03	0.07	0.63	0.27
0.4	0.9	0.015	0.035	0.665	0.285
0.4	1	0	0	0.7	0.3
0.5	-1	0.25	0.75	0	0
0.5	-0.9	0.2375	0.7125	0.0375	0.0125
0.5	-0.8	0.225	0.675	0.075	0.025
0.5	-0.7	0.2125	0.6375	0.1125	0.0375
0.5	-0.6	0.2	0.6	0.15	0.05
0.5	-0.5	0.1875	0.5625	0.1875	0.0625
0.5	-0.4	0.175	0.525	0.225	0.075
0.5	-0.3	0.1625	0.4875	0.2625	0.0875
0.5	-0.2	0.15	0.45	0.3	0.1
0.5	-0.1	0.1375	0.4125	0.3375	0.1125
0.5	0	0.125	0.375	0.375	0.125
0.5	0.1	0.1125	0.3375	0.4125	0.1375
0.5	0.2	0.1	0.3	0.45	0.15
0.5	0.3	0.0875	0.2625	0.4875	0.1625
0.5	0.4	0.075	0.225	0.525	0.175
0.5	0.5	0.0625	0.1875	0.5625	0.1875
0.5	0.6	0.05	0.15	0.6	0.2
0.5	0.7	0.0375	0.1125	0.6375	0.2125
0.5	0.8	0.025	0.075	0.675	0.225
0.5	0.9	0.0125	0.0375	0.7125	0.2375
0.5	1	0	0	0.75	0.25
0.6	-1	0.2	0.8	0	0
0.6	-0.9	0.19	0.76	0.04	0.01
0.6	-0.8	0.18	0.72	0.08	0.02
0.6	-0.7	0.17	0.68	0.12	0.03
0.6	-0.6	0.16	0.64	0.16	0.04
0.6	-0.5	0.15	0.6	0.2	0.05
0.6	-0.4	0.14	0.56	0.24	0.06
0.6	-0.3	0.13	0.52	0.28	0.07
0.6	-0.2	0.12	0.48	0.32	0.08
0.6	-0.1	0.11	0.44	0.36	0.09
0.6	0	0.1	0.4	0.4	0.1
0.6	0.1	0.09	0.36	0.44	0.11
0.6	0.2	0.08	0.32	0.48	0.12
0.6	0.3	0.07	0.28	0.52	0.13
0.6	0.4	0.06	0.24	0.56	0.14
0.6	0.5	0.05	0.2	0.6	0.15
0.6	0.6	0.04	0.16	0.64	0.16
0.6	0.7	0.03	0.12	0.68	0.17
0.6	0.8	0.02	0.08	0.72	0.18
0.6	0.9	0.01	0.04	0.76	0.19
0.6	1	0	0	0.8	0.2
0.7	-1	0.15	0.85	0	0
0.7	-0.9	0.1425	0.8075	0.0425	0.0075
0.7	-0.8	0.135	0.765	0.085	0.015
0.7	-0.7	0.1275	0.7225	0.1275	0.0225
0.7	-0.6	0.12	0.68	0.17	0.03
0.7	-0.5	0.1125	0.6375	0.2125	0.0375
0.7	-0.4	0.105	0.595	0.255	0.045
0.7	-0.3	0.0975	0.5525	0.2975	0.0525
0.7	-0.2	0.09	0.51	0.34	0.06
0.7	-0.1	0.0825	0.4675	0.3825	0.0675
0.7	0	0.075	0.425	0.425	0.075
0.7	0.1	0.0675	0.3825	0.4675	0.0825
0.7	0.2	0.06	0.34	0.51	0.09
0.7	0.3	0.0525	0.2975	0.5525	0.0975
0.7	0.4	0.045	0.255	0.595	0.105
0.7	0.5	0.0375	0.2125	0.6375	0.1125
0.7	0.6	0.03	0.17	0.68	0.12
0.7	0.7	0.0225	0.1275	0.7225	0.1275
0.7	0.8	0.015	0.085	0.765	0.135
0.7	0.9	0.0075	0.0425	0.8075	0.1425
0.7	1	0	0	0.85	0.15
0.8	-1	0.1	0.9	0	0
0.8	-0.9	0.095	0.855	0.045	0.005
0.8	-0.8	0.09	0.81	0.09	0.01
0.8	-0.7	0.085	0.765	0.135	0.015
0.8	-0.6	0.08	0.72	0.18	0.02
0.8	-0.5	0.075	0.675	0.225	0.025
0.8	-0.4	0.07	0.63	0.27	0.03
0.8	-0.3	0.065	0.585	0.315	0.035
0.8	-0.2	0.06	0.54	0.36	0.04
0.8	-0.1	0.055	0.495	0.405	0.045
0.8	0	0.05	0.45	0.45	0.05
0.8	0.1	0.045	0.405	0.495	0.055
0.8	0.2	0.04	0.36	0.54	0.06
0.8	0.3	0.035	0.315	0.585	0.065
0.8	0.4	0.03	0.27	0.63	0.07
0.8	0.5	0.025	0.225	0.675	0.075
0.8	0.6	0.02	0.18	0.72	0.08
0.8	0.7	0.015	0.135	0.765	0.085
0.8	0.8	0.01	0.09	0.81	0.09
0.8	0.9	0.005	0.045	0.855	0.095
0.8	1	0	0	0.9	0.1
0.9	-1	0.05	0.95	0	0
0.9	-0.9	0.0475	0.9025	0.0475	0.0025
0.9	-0.8	0.045	0.855	0.095	0.005
0.9	-0.7	0.0425	0.8075	0.1425	0.0075
0.9	-0.6	0.04	0.76	0.19	0.01
0.9	-0.5	0.0375	0.7125	0.2375	0.0125
0.9	-0.4	0.035	0.665	0.285	0.015
0.9	-0.3	0.0325	0.6175	0.3325	0.0175
0.9	-0.2	0.03	0.57	0.38	0.02
0.9	-0.1	0.0275	0.5225	0.4275	0.0225
0.9	0	0.025	0.475	0.475	0.025
0.9	0.1	0.0225	0.4275	0.5225	0.0275
0.9	0.2	0.02	0.38	0.57	0.03
0.9	0.3	0.0175	0.3325	0.6175	0.0325
0.9	0.4	0.015	0.285	0.665	0.035
0.9	0.5	0.0125	0.2375	0.7125	0.0375
0.9	0.6	0.01	0.19	0.76	0.04
0.9	0.7	0.0075	0.1425	0.8075	0.0425
0.9	0.8	0.005	0.095	0.855	0.045
0.9	0.9	0.0025	0.0475	0.9025	0.0475
0.9	1	0	0	0.95	0.05
1	-1	0	1	0	0
1	-0.9	0	0.95	0.05	0
1	-0.8	0	0.9	0.1	0
1	-0.7	0	0.85	0.15	0
1	-0.6	0	0.8	0.2	0
1	-0.5	0	0.75	0.25	0
1	-0.4	0	0.7	0.3	0
1	-0.3	0	0.65	0.35	0
1	-0.2	0	0.6	0.4	0
1	-0.1	0	0.55	0.45	0
1	0	0	0.5	0.5	0
1	0.1	0	0.45	0.55	0
1	0.2	0	0.4	0.6	0
1	0.3	0	0.35	0.65	0
1	0.4	0	0.3	0.7	0
1	0.5	0	0.25	0.75	0
1	0.6	0	0.2	0.8	0
1	0.7	0	0.15	0.85	0
1	0.8	0	0.1	0.9	0
1	0.9	0	0.05	0.95	0
1	1	0	0	1	0
