    146,         2.25,     1.913398
    147,         2.15,    0.0866025
    148,         2.15,     1.913398
    149,         2.05,     1.913398
    150,         1.95,    0.0866025
    151,         1.95,     1.913398
    152,         1.85,     1.913398
    153,         1.75,     1.913398
    154,    0.9295918,    0.5571759
    155,         1.65,     1.913398
    156,         1.55,     1.913398
    157,    0.8705028,    0.6456088
    158,         1.45,     1.913398
    159,         1.35,     1.913398
    160,         1.25,     1.913398
    161,    0.7278243,    0.8030303
    162,         1.15,     1.913398
    163,         1.05,     1.913398
    164,         0.95,     1.913398
    165,    0.5571759,    0.9295918
    166,         0.75,     1.913398
    167,         0.65,     1.913398
    168,         0.55,     1.913398
    169,    0.0866025,         1.65
    170,    0.0866025,         1.75
    171,         0.25,     1.913398
    172,    0.1306186,      1.90108
    173,         0.35,     1.913398
    174,         0.45,     1.913398
    175,    0.0866025,         1.45
    176,    0.0866025,         1.35
    177,    0.2633378,     1.051304
    178,    0.0866025,         1.25
    179,   0.09913773,     1.128096
    180,     0.159024,     1.072053
    181,    0.3651155,      1.02043
    182,     0.463377,    0.9797283
    183,    0.6456088,    0.8705028
    184,    0.8030303,    0.7278243
    185,      1.02043,    0.3651155
    186,     1.051304,    0.2633378
    187,         1.15,    0.0866025
    188,     1.350052,   0.08657233
    189,     3.326795,          1.3
    190,     1.117549,    0.3390048
    191,           2.,    0.1731601
    192,     3.413398,         1.55
    193,     3.326795,          1.4
    194,         2.55,     1.913398
    195,          2.6,       0.1732
    196,          3.1,    0.1732042
    197,     3.326795,          0.2
    198,         3.35,   0.08660245
    199,          2.9,    0.1732032
    200,     3.326795,          0.7
    201,         2.75,     1.913398
    202,         2.85,     1.913398
    203,         2.95,     1.913398
    204,     3.326795,          1.7
    205,          3.2,     1.826795
    206,          3.3,     1.826795
    207,     3.326795,          1.2
    208,          2.1,    0.1731719
    209,           2.,     1.826807
    210,          1.7,     1.826849
    211,          1.5,     1.826865
    212,          1.2,     1.826888
    213,          0.7,     1.826897
    214,   0.08653837,     1.549889
    215,    0.1731976,          1.7
    216,          0.3,      1.82681
    217,   0.07631396,     1.831971
    218,          0.6,     1.826867
    219,    0.1728822,          1.4
    220,    0.1728061,          1.3
    221,          2.5,    0.1731969
    222,          1.9,     1.826825
    223,     1.078801,    0.4468541
    224,          1.6,     0.173041
    225,          1.5,    0.1729894
    226,          1.7,    0.1730926
    227,          2.3,    0.1731872
    228,          2.4,     1.826795
    229,         2.65,     1.913398
    230,     3.326795,          0.6
    231,     3.413398,    0.4500001
    232,          3.2,    0.1732046
    233,     3.326795,          0.3
    234,           3.,    0.1732037
    235,          2.7,    0.1732013
    236,          2.8,    0.1732024
    237,     3.326795,          0.8
    238,     3.326795,          0.9
    239,     3.326795,           1.
    240,         3.05,     1.913398
    241,     3.413398,         1.85
    242,          2.4,    0.1731921
    243,     3.326795,          1.1
    244,          2.3,     1.826796
    245,          2.2,     1.826796
    246,          2.2,    0.1731805
    247,          2.1,     1.826797
    248,          1.9,    0.1731451
    249,          1.8,     0.173128
    250,          1.8,     1.826838
    251,     1.029769,    0.5504232
    252,          1.6,     1.826858
    253,    0.9708398,    0.6486945
    254,          1.4,     1.826873
    255,    0.8256142,    0.8256142
    256,          1.1,     1.826896
    257,           1.,     1.826903
    258,          0.9,     1.826911
    259,          0.8,     1.826915
    260,          0.5,     1.826845
    261,     0.199197,     1.821098
    262,          0.4,     1.826828
    263,     0.338981,     1.117471
    264,    0.1829139,     1.180169
    265,    0.5504163,     1.029756
    266,    0.4468587,     1.078812
    267,    0.7407113,    0.9025594
    268,    0.6486797,    0.9708179
    269,    0.9025726,    0.7407222
    270,          1.3,      1.82688
    271,     1.073686,    0.1634954
    272,         1.25,    0.0866025
    273,          1.2,     0.172857
    274,     1.147375,    0.2384941
    275,     3.326795,          1.5
    276,         2.95,    0.2598036
    277,          2.7,     1.826795
    278,     3.326795,          1.6
    279,     3.240193,         0.95
    280,     1.649956,    0.2593805
    281,    0.5500185,      1.74041
    282,     1.178618,    0.4218304
    283,     3.240193,         1.25
    284,     3.240193,         0.65
    285,     3.326795,    0.5000002
    286,     3.242842,    0.2606665
    287,         3.15,    0.2598061
    288,     3.240193,    0.7499999
    289,     3.240192,         1.35
    290,     2.349996,    0.2597709
    291,     1.949985,     1.740244
    292,     1.749969,    0.2594942
    293,     1.131479,    0.5351838
    294,     1.549994,       1.7404
    295,     1.073512,    0.6434583
    296,     1.049993,     1.740502
    297,    0.1729834,     1.499813
    298,    0.2633891,     1.247299
    299,    0.2449353,     1.148663
    300,    0.4217424,     1.178572
    301,    0.5351651,     1.131395
    302,     0.745495,      1.00518
    303,      2.04999,    0.2597283
    304,          2.8,     1.826795
    305,          2.5,     1.826795
    306,          2.9,     1.826795
    307,     3.239333,     1.742842
    308,          3.1,     1.826795
    309,     1.649992,     1.740375
    310,    0.1731477,     1.599954
    311,    0.2589193,     1.349934
    312,     3.240193,         0.85
    313,     1.549955,    0.2592584
    314,     1.400161,    0.1729731
    315,         2.25,     1.740199
    316,          2.6,     1.826795
    317,     3.326795,    0.3999999
    318,     3.049999,     0.259805
    319,     2.849999,     0.259802
    320,     2.749999,    0.2598002
    321,     2.649999,    0.2597981
    322,     2.549997,    0.2597923
    323,           3.,     1.826795
    324,     2.449996,     0.259782
    325,     3.240193,         1.15
    326,     3.240193,         1.05
    327,         2.35,     1.740196
    328,     2.149992,    0.2597449
    329,     2.249994,    0.2597588
    330,     2.049991,     1.740212
    331,     2.149999,     1.740203
    332,     1.949987,    0.2596768
    333,     1.849985,    0.2595906
    334,     1.849989,     1.740293
    335,     1.749991,     1.740339
    336,     1.449993,     1.740424
    337,    0.9272768,    0.8404468
    338,     1.149993,     1.740487
    339,    0.6434084,     1.073412
    340,    0.7500153,     1.740531
    341,    0.4500153,      1.74034
    342,    0.2626702,     1.739946
    343,    0.3500153,     1.740273
    344,    0.6500262,     1.740486
    345,    0.8404205,    0.9272661
    346,    0.9499934,     1.740517
    347,    0.8499966,      1.74053
    348,     1.005235,    0.7455437
    349,     1.349993,     1.740446
    350,     1.249993,     1.740468
    351,     1.300052,    0.1728846
    352,     1.799894,     0.345888
    353,     1.215752,    0.3213798
    354,     1.399974,     1.654064
    355,    0.3295628,     1.216828
    356,    0.5112901,     1.233928
    357,    0.9999803,     1.654218
    358,     1.069964,   0.06486785
    359,         2.85,     1.740193
    360,     3.153591,          1.2
    361,     1.599971,     1.653964
    362,     3.153592,    0.6999999
    363,     1.699864,      0.34574
    364,     3.099999,    0.3464064
    365,     3.195618,    0.3468341
    366,    0.2594279,     1.549742
    367,    0.3066663,     1.653608
    368,    0.4000739,     1.653872
    369,     1.499973,     1.654019
    370,    0.6296254,     1.177708
    371,      1.09998,     1.654189
    372,     3.240193,         1.45
    373,         3.05,     1.740193
    374,     3.153591,          1.1
    375,     2.449997,     1.740195
    376,     3.240193,    0.5500004
    377,     2.799998,    0.3463966
    378,     3.240192,         1.55
    379,      3.15359,          1.3
    380,     1.234048,    0.5113599
    381,     1.177883,    0.6296817
    382,     0.500077,      1.65401
    383,     0.741904,     1.110294
    384,     2.099988,     1.653631
    385,     1.999944,    0.3461342
    386,         2.75,     1.740193
    387,      3.24258,     1.646824
    388,     3.145622,     1.744135
    389,      1.79995,     1.653814
    390,    0.2591723,     1.449587
    391,    0.3469588,     1.302354
    392,     2.699997,    0.3463916
    393,      1.59985,    0.3455453
    394,     1.350031,    0.2590343
    395,     1.450229,    0.2592346
    396,     2.499988,    0.3463737
    397,         2.65,     1.740193
    398,     3.240193,         0.45
    399,     2.999998,    0.3464046
    400,     2.899998,    0.3464012
    401,     3.153592,    0.7999998
    402,     3.153592,    0.8999999
    403,     2.599993,    0.3463847
    404,     3.153591,    0.9999999
    405,         2.95,     1.740193
    406,     2.399986,    0.3463601
    407,         2.55,     1.740193
    408,     2.299997,     1.653604
    409,     2.299984,    0.3463255
    410,     2.199981,    0.3462695
    411,      1.99996,     1.653661
    412,     2.099977,    0.3462113
    413,     2.199996,     1.653614
    414,     1.899912,    0.3460223
    415,     1.899944,     1.653727
    416,     1.699961,     1.653894
    417,     1.299974,     1.654108
    418,    0.8471394,     1.032234
    419,    0.8999834,     1.654238
    420,    0.7000598,     1.654218
    421,    0.6000879,      1.65413
    422,    0.9442517,    0.9442852
    423,    0.8000053,     1.654251
    424,     1.110432,    0.7420262
    425,       1.0323,    0.8472468
    426,     1.199977,      1.65415
    427,     0.439608,     1.281912
    428,     1.250002,    0.2589081
    429,    0.8499832,     1.568058
    430,     2.449975,     0.432938
    431,     1.749886,     1.567407
    432,     3.142914,    0.4329931
    433,      3.15359,          1.4
    434,     1.399958,    0.3451595
    435,     1.749752,    0.4321183
    436,    0.4501944,     1.567661
    437,     1.949895,      1.56718
    438,     3.117066,     1.644994
    439,      3.15359,          1.5
    440,    0.3576236,     1.566661
    441,     3.066992,    0.7499998
    442,     2.549981,    0.4329665
    443,     2.749993,     0.432987
    444,     3.066991,    0.8499998
    445,          2.7,     1.653593
    446,     1.283345,     0.607251
    447,    0.7297872,      1.21732
    448,     1.249939,     1.567876
    449,     1.549924,     1.567621
    450,    0.8454616,     1.139939
    451,           3.,      1.65359
    452,     1.278339,    0.4114164
    453,     0.953105,     1.051651
    454,     2.599999,     1.653595
    455,     3.153592,     0.600001
    456,          2.8,     1.653591
    457,      1.14009,    0.8456684
    458,    0.6071796,     1.283113
    459,    0.9499645,     1.568046
    460,     1.849787,    0.4323308
    461,     0.344439,      1.40063
    462,      3.06699,         1.05
    463,     1.649689,    0.4318469
    464,     1.500192,    0.3454509
    465,     3.066989,         1.25
    466,     3.049997,    0.4330052
    467,     2.949995,    0.4330004
    468,     2.849994,    0.4329943
    469,     3.066991,    0.9499996
    470,     2.649989,    0.4329783
    471,      3.06699,         1.15
    472,          2.9,      1.65359
    473,     2.349955,    0.4328845
    474,     2.499998,     1.653597
    475,      2.39999,       1.6536
    476,     2.249988,     1.567032
    477,     2.249934,    0.4328098
    478,     2.149929,    0.4327233
    479,     2.049947,     1.567098
    480,     2.049894,    0.4326262
    481,     2.149978,     1.567054
    482,     1.949831,     0.432496
    483,     1.849872,      1.56729
    484,     1.649905,     1.567516
    485,     1.049955,     1.568004
    486,    0.7500611,     1.568032
    487,    0.6501499,     1.567956
    488,    0.5501853,     1.567836
    489,     1.051638,    0.9532577
    490,     1.217571,    0.7299316
    491,     1.449935,     1.567722
    492,     1.349936,     1.567806
    493,     1.149945,     1.567943
    494,      1.30062,    0.3452118
    495,    0.4048397,     1.480979
    496,     3.165116,    0.5134021
    497,     1.449825,    0.4313123
    498,    0.7089846,     1.325693
    499,     1.499842,     1.481366
    500,    0.8352275,     1.249789
    501,     3.052191,     1.562922
    502,     2.999992,    0.5196005
    503,     3.066988,         1.45
    504,     1.699802,     1.481052
    505,     1.334749,    0.5081165
    506,     2.980393,    0.8999994
    507,         2.95,     1.566989
    508,     2.599975,     0.519555
    509,     2.549997,     1.567004
    510,     1.799586,     0.518561
    511,     2.399919,    0.5194681
    512,     1.899788,     1.480747
    513,    0.8000445,     1.481967
    514,     1.162041,    0.9538689
    515,    0.9999237,     1.481913
    516,    0.5216244,     1.331918
    517,    0.9535752,     1.161989
    518,     1.599824,     1.481211
    519,     3.167948,     1.579931
    520,    0.3343363,     1.486324
    521,     2.980394,    0.7999996
    522,     2.499954,    0.5195297
    523,      2.98039,     1.199999
    524,     1.250054,    0.8354805
    525,     1.199884,     1.481747
    526,     3.066992,    0.6500021
    527,     2.649998,     1.566997
    528,    0.7001714,       1.4819
    529,    0.8999631,     1.481966
    530,     0.421672,     1.364796
    531,     2.980392,    0.9999992
    532,     1.699487,    0.5182399
    533,     1.550041,    0.4316988
    534,     3.066989,     1.349999
    535,     2.749998,     1.566993
    536,     2.899989,    0.5195918
    537,     2.799987,     0.519582
    538,     2.699984,    0.5195701
    539,     2.849999,      1.56699
    540,      2.29988,    0.5193681
    541,     2.980391,     1.099999
    542,     2.349974,     1.567016
    543,     2.449991,     1.567011
    544,     2.099924,     1.480539
    545,     2.199857,    0.5192516
    546,     2.099827,     0.519124
    547,      1.99985,     1.480623
    548,      1.99975,    0.5189745
    549,     2.199964,     1.480486
    550,     1.899666,     0.518791
    551,     1.799778,     1.480896
    552,     1.099898,     1.481836
    553,    0.6002706,     1.481779
    554,    0.5003408,     1.481609
    555,     1.062882,     1.063051
    556,     1.326036,    0.7091112
    557,     1.399864,     1.481511
    558,     1.299878,     1.481639
    559,     3.078979,    0.5319054
    560,    0.5153866,     1.402543
    561,     1.380658,    0.4165322
    562,     2.985687,     1.486816
    563,     1.549699,     1.395006
    564,     1.175933,     1.066105
    565,     1.649676,     1.394789
    566,     1.065755,     1.176075
    567,     2.893795,     1.049998
    568,     2.699994,     1.480401
    569,     1.149814,     1.395722
    570,    0.6250038,      1.38349
    571,    0.9498981,     1.395935
    572,      2.84998,    0.6061789
    573,     2.899998,      1.48039
    574,     2.980388,     1.299997
    575,     2.349813,    0.6059412
    576,     2.149732,    0.6056455
    577,    0.9454731,     1.274729
    578,     1.749259,    0.6046899
    579,     1.499601,    0.5175452
    580,    0.8162868,     1.361223
    581,     1.274887,    0.9458519
    582,     2.893798,    0.8499988
    583,     2.549942,    0.6061133
    584,     2.893797,    0.9499983
    585,     2.499988,     1.480421
    586,     1.361605,    0.8165258
    587,     1.449729,     1.395213
    588,     2.980393,    0.7000034
    589,     2.599992,     1.480409
    590,    0.7501658,     1.395963
    591,     1.599813,    0.5180103
    592,     2.980387,     1.399999
    593,     2.799997,     1.480395
    594,     2.949983,    0.6061916
    595,     2.749975,    0.6061638
    596,     2.649966,     0.606146
    597,     2.149898,      1.39398
    598,     2.893793,     1.149998
    599,     2.399978,     1.480435
    600,     2.049659,    0.6054742
    601,     2.249768,    0.6058003
    602,     2.049815,     1.394075
    603,     1.949712,     1.394212
    604,      1.94955,     0.605275
    605,     2.449883,    0.6060488
    606,      2.29994,     1.480449
    607,     1.849428,    0.6050354
    608,     1.749655,     1.394581
    609,     1.849655,     1.394386
    610,     1.049845,     1.395839
    611,      1.34976,     1.395405
    612,     1.384526,     0.611095
    613,     1.249788,     1.395578
    614,     1.333214,    0.8912411
    615,     1.133578,     1.133854
    616,     1.599501,     1.308621
    617,     1.399579,     1.309158
    618,     2.199616,    0.6922037
    619,     1.099728,     1.309798
    620,     1.549308,    0.6038659
    621,     2.449971,      1.39386
    622,     1.239333,      1.01745
    623,     2.891392,    0.6862894
    624,     1.420098,    0.5292981
    625,     2.649986,     1.393817
    626,     2.099774,     1.307524
    627,     2.807206,    0.8999974
    628,     2.849993,     1.393795
    629,     1.017021,     1.239316
    630,    0.8908749,     1.332894
    631,     1.499535,     1.308897
    632,     2.499857,    0.6926354
    633,     2.807205,    0.9999965
    634,     2.399755,    0.6925325
    635,     2.807202,     1.099996
    636,     1.427195,    0.7199653
    637,     2.549979,     1.393837
    638,      1.64953,    0.6044108
    639,      2.74999,     1.393803
    640,     2.799964,     0.692758
    641,     2.699955,     0.692732
    642,     2.599926,    0.6926972
    643,     2.893791,     1.249994
    644,     2.099548,    0.6920042
    645,     2.299669,    0.6923837
    646,     1.999645,     1.307683
    647,     1.899282,    0.6915181
    648,     1.999433,    0.6917782
    649,     2.249873,     1.393903
    650,     2.349946,     1.393885
    651,     1.799486,     1.308109
    652,     1.699485,     1.308354
    653,     1.799046,    0.6911846
    654,     1.899533,     1.307882
    655,     1.299625,     1.309399
    656,     1.199678,     1.309616
    657,     1.465503,    0.8165429
    658,     2.720621,    0.9499962
    659,     1.001557,     1.324815
    660,     2.799985,     1.307207
    661,      1.54928,     1.222551
    662,     2.399938,     1.307317
    663,      2.88075,    0.7732627
    664,     2.749937,    0.7793236
    665,     2.049572,     1.221128
    666,     1.427728,    0.8844033
    667,     1.249465,     1.223495
    668,     1.449333,     1.222888
    669,     1.259894,     1.109876
    670,     1.349394,     1.223205
    671,     2.449717,    0.7791204
    672,     1.155493,     1.224808
    673,     1.848877,    0.7776797
    674,     1.598951,     0.690285
    675,     1.348384,     1.000542
    676,     1.461147,    0.6060709
    677,     2.807198,     1.199989
    678,     2.906547,     1.330197
    679,     2.720618,     1.049994
    680,     2.349583,     0.778975
    681,     2.599965,      1.30725
    682,     2.499955,     1.307282
    683,     2.699976,     1.307224
    684,      2.64991,    0.7792802
    685,     2.549838,     0.779219
    686,      2.14941,    0.7785718
    687,     2.249487,    0.7787909
    688,     1.849313,     1.221621
    689,     2.049295,    0.7783197
    690,     1.949133,    0.7780367
    691,     2.299894,      1.30735
    692,     2.199749,     1.307386
    693,     1.649263,     1.222218
    694,     1.749274,      1.22191
    695,     1.699258,    0.6908938
    696,     1.949418,     1.221355
    697,     1.499454,    0.6899726
    698,     1.499015,     1.136572
    699,     1.521765,    0.8923059
    700,     1.371529,     1.111265
    701,     1.898697,    0.8642066
    702,     2.649949,     1.220659
    703,     2.699886,    0.8658736
    704,     2.399524,    0.8655743
    705,     1.648581,    0.7767677
    706,     2.299376,    0.8653874
    707,     2.634043,    0.9999919
    708,      1.45905,    0.9909749
    709,     2.720611,     1.149981
    710,     2.449916,     1.220742
    711,     2.549932,     1.220697
    712,     2.733581,     1.234208
    713,     2.599821,     0.865808
    714,     2.499692,    0.8657132
    715,     2.099134,    0.8648885
    716,     2.349887,     1.220791
    717,     2.199259,    0.8651604
    718,      1.99897,    0.8645738
    719,     1.999299,     1.134799
    720,     2.149545,     1.220912
    721,     2.249791,     1.220844
    722,     1.598984,     1.136169
    723,     1.699002,     1.135788
    724,     1.799044,     1.135429
    725,     1.749039,    0.7774038
    726,     1.899136,     1.135096
    727,     1.557253,    0.7758861
    728,     2.399859,     1.134221
    729,     1.563045,    0.9878091
    730,     2.499886,      1.13416
    731,     2.541365,     0.953302
    732,     1.948517,    0.9507703
    733,     2.199609,     1.134375
    734,     1.648665,     1.049754
    735,     1.698264,    0.8632988
    736,     2.624053,     1.124107
    737,     1.468444,     1.070617
    738,     2.449488,    0.9521815
    739,     2.148962,    0.9514905
    740,     2.349289,        0.952
    741,     2.299793,     1.134292
    742,     2.048781,    0.9511594
    743,     2.099257,     1.134499
    744,     2.249121,    0.9517677
    745,     1.748714,     1.049321
    746,     1.848803,     1.048917
    747,     1.798841,    0.8639279
    748,     1.948961,     1.048543
    749,     1.611972,    0.8608302
    750,      2.44982,     1.047642
    751,     2.149326,     1.047956
    752,     2.299004,     1.038393
    753,     1.572414,     1.060211
    754,      1.79841,    0.9628132
    755,     2.548872,     1.048979
    756,      2.05399,      1.05491
    757,     1.698316,    0.9632962
    758,     1.868091,     0.950279
    759,     2.219218,     1.035913
    760,     2.379457,     1.035628
