     0.000     0.000
     0.091     0.041
     0.182     0.074
     0.273     0.099
     0.364     0.116
     0.455     0.124
     0.545     0.124
     0.636     0.116
     0.727     0.099
     0.818     0.074
     0.909     0.041
     1.000     0.000
